FUID,Number_of_Occurrences,Platforms,Platform_Count
FUID-UNKNO:00346-0000-00,440,AZURE,1
FUID-COGNO:01048-56318-00,12,AZURE,1
FUID-APPS4:00107-26759-2204,7,AZURE,1
FUID-KCLOU:02068-35115-00,6,AZURE,1
FUID-KCLOU:02068-33448-00,6,AZURE,1
FUID-KCLOU:02068-35236-00,6,AZURE,1
FUID-KCLOU:02068-27125-00,6,AZURE,1
FUID-KCLOU:02068-35153-00,6,AZURE,1
FUID-COGNO:01048-7689-latest,6,AZURE,1
FUID-KCLOU:02068-33829-00,6,AZURE,1
FUID-KCLOU:02068-43598-00,5,AZURE,1
FUID-AMAZO:02462-19971-00,5,AWS,1
FUID-REDHA:01014-6801-00,5,"AWS, AZURE, GCP",3
FUID-KCLOU:02068-43909-00,5,AZURE,1
FUID-COGNO:01048-64932-22.04,5,AZURE,1
FUID-KCLOU:02068-36219-00,5,AZURE,1
FUID-KCLOU:02068-43815-00,5,AZURE,1
FUID-PCLOU:00218-33964-00,5,AZURE,1
FUID-AMAZO:02462-22643-00,5,AWS,1
FUID-KCLOU:02068-36465-00,5,AZURE,1
FUID-KCLOU:02068-33320-00,5,AZURE,1
FUID-EGNYT:01538-4472-00,5,"AWS, AZURE, GCP",3
FUID-KCLOU:02068-59616-00,5,AZURE,1
FUID-KCLOU:02068-34011-00,5,AZURE,1
FUID-KCLOU:02068-33185-00,5,AZURE,1
FUID-CORAL:01438-4154-00,5,"AWS, AZURE, GCP",3
FUID-KCLOU:02068-26837-00,5,AZURE,1
FUID-COGNO:01048-46276-22.04,5,AZURE,1
FUID-ATHIN:02588-17587-00,5,"AWS, AZURE",2
FUID-KCLOU:02068-57608-00,5,AZURE,1
FUID-KCLOU:02068-35656-00,5,AZURE,1
FUID-KCLOU:02068-26737-00,5,AZURE,1
FUID-KCLOU:02068-43666-00,5,AZURE,1
FUID-KCLOU:02068-33904-00,5,AZURE,1
FUID-PCLOU:00218-34271-00,5,AZURE,1
FUID-AMAZO:02462-22615-00,5,AWS,1
FUID-KCLOU:02068-43582-00,5,AZURE,1
FUID-KCLOU:02068-35012-00,5,AZURE,1
FUID-AMAZO:02462-22692-00,5,AWS,1
FUID-KCLOU:02068-34735-00,5,AZURE,1
FUID-KCLOU:02068-33313-00,5,AZURE,1
FUID-KCLOU:02068-33727-00,5,AZURE,1
FUID-REDHA:01014-4075-00,5,"AWS, AZURE, GCP",3
FUID-DATAD:01617-8941-00,5,"AWS, AZURE",2
FUID-AMAZO:02462-22736-00,5,AWS,1
FUID-KCLOU:02068-57617-00,5,AZURE,1
FUID-KCLOU:02068-27469-00,5,AZURE,1
FUID-REDHA:01014-6861-00,5,"AWS, AZURE, GCP",3
FUID-DARWI:08921-36721-00,5,AZURE,1
FUID-KCLOU:02068-27078-00,5,AZURE,1
FUID-KCLOU:02068-57630-00,5,AZURE,1
FUID-PCLOU:00218-26822-00,4,AZURE,1
FUID-KCLOU:02068-33509-00,4,AZURE,1
FUID-PCLOU:00218-33654-00,4,AZURE,1
FUID-KCLOU:02068-43760-00,4,AZURE,1
FUID-SALTS:01863-6168-00,4,"AWS, AZURE, GCP",3
FUID-KCLOU:02068-57475-00,4,AZURE,1
FUID-ATHIN:02588-42153-00,4,AZURE,1
FUID-PCLOU:00218-42658-00,4,AZURE,1
FUID-KCLOU:02068-44426-00,4,AZURE,1
FUID-ATHIN:02588-35053-00,4,"AWS, AZURE",2
FUID-PCLOU:00218-61684-00,4,AZURE,1
FUID-WHIZ:04727-54953-8,4,AZURE,1
FUID-PCLOU:00218-59620-00,4,AZURE,1
FUID-PCLOU:00218-33561-00,4,AZURE,1
FUID-DYNAT:00592-26965-00,4,AZURE,1
FUID-KCLOU:02068-62288-00,4,AZURE,1
FUID-PCLOU:00218-33105-00,4,AZURE,1
FUID-ATHIN:02588-33809-00,4,"AWS, AZURE",2
FUID-PCLOU:00218-36318-00,4,AZURE,1
FUID-PCLOU:00218-35248-00,4,AZURE,1
FUID-INFRA:00476-34284-00,4,AZURE,1
FUID-PCLOU:00218-33833-00,4,AZURE,1
FUID-KCLOU:02068-57470-00,4,AZURE,1
FUID-NEO4J:00397-0599-00,4,"AWS, AZURE, GCP",3
FUID-KCLOU:02068-57538-00,4,AZURE,1
FUID-ATHIN:02588-26403-00,4,AZURE,1
FUID-KCLOU:02068-57463-00,4,AZURE,1
FUID-AMAZO:02462-22614-00,4,AWS,1
FUID-PULUM:01681-5103-00,4,"AWS, AZURE, GCP",3
FUID-KCLOU:02068-57461-00,4,AZURE,1
FUID-PCLOU:00218-34321-00,4,AZURE,1
FUID-ATHIN:02588-32245-00,4,"AWS, AZURE",2
FUID-AMAZO:02462-22639-00,4,AWS,1
FUID-INFOR:00496-1953-00,4,"AWS, AZURE, GCP",3
FUID-PCLOU:00218-34231-00,4,AZURE,1
FUID-PCLOU:00218-33687-00,4,AZURE,1
FUID-PCLOU:00218-61838-00,4,AZURE,1
FUID-ATHIN:02588-33387-00,4,AZURE,1
FUID-PCLOU:00218-27085-00,4,AZURE,1
FUID-PCLOU:00218-33630-00,4,AZURE,1
FUID-AMAZO:02462-22647-00,4,AWS,1
FUID-PCLOU:00218-34073-00,4,AZURE,1
FUID-PCLOU:00218-33866-00,4,AZURE,1
FUID-ATHIN:02588-30662-00,4,"AWS, AZURE",2
FUID-KCLOU:02068-34508-00,4,AZURE,1
FUID-COGNO:01048-64508-14,4,AZURE,1
FUID-KCLOU:02068-33196-00,4,AZURE,1
FUID-PCLOU:00218-61798-00,4,AZURE,1
FUID-PCLOU:00218-59542-00,4,AZURE,1
FUID-PCLOU:00218-26701-00,4,AZURE,1
FUID-PCLOU:00218-59560-00,4,AZURE,1
FUID-AQUER:14559-61165-00,4,AZURE,1
FUID-OUTER:01940-6425-00,4,"AWS, AZURE, GCP",3
FUID-KCLOU:02068-43371-00,4,AZURE,1
FUID-BCLOU:00337-2374-00,4,"AZURE, GCP",2
FUID-KCLOU:02068-34045-00,4,AZURE,1
FUID-WEKA:00640-1152-00,4,"AWS, AZURE, GCP",3
FUID-PCLOU:00218-26930-00,4,AZURE,1
FUID-REDHA:01014-6844-00,4,"AWS, AZURE",2
FUID-PCLOU:00218-33918-00,4,AZURE,1
FUID-TANIU:01560-5765-00,4,"AWS, AZURE, GCP",3
FUID-KCLOU:02068-35509-00,4,AZURE,1
FUID-KCLOU:02068-34701-00,4,AZURE,1
FUID-PCLOU:00218-43627-00,4,AZURE,1
FUID-CYCOD:01406-3970-00,4,"AWS, AZURE, GCP",3
FUID-PCLOU:00218-0286-00,4,AZURE,1
FUID-AMAZO:02462-19981-00,4,AWS,1
FUID-KCLOU:02068-34734-00,4,AZURE,1
FUID-KCLOU:02068-33989-00,4,AZURE,1
FUID-PCLOU:00218-44068-00,4,AZURE,1
FUID-INFRA:00476-42442-00,4,AZURE,1
FUID-KCLOU:02068-59693-00,4,AZURE,1
FUID-KCLOU:02068-59692-00,4,AZURE,1
FUID-REDHA:01014-7998-00,4,"AWS, AZURE",2
FUID-PCLOU:00218-59659-00,4,AZURE,1
FUID-KCLOU:02068-7118-00,4,AZURE,1
FUID-PHILT:00970-2241-00,4,"AWS, AZURE, GCP",3
FUID-PCLOU:00218-59672-00,4,AZURE,1
FUID-COGNO:01048-33467-8.3,4,AZURE,1
FUID-ANAPL:00816-1643-00,4,"AWS, AZURE, GCP",3
FUID-COGNO:07432-30602-24x7,4,AWS,1
FUID-PCLOU:00218-59666-00,4,AZURE,1
FUID-KCLOU:02068-33930-00,4,AZURE,1
FUID-COGNO:01048-67937-00,4,AZURE,1
FUID-APPS4:00107-55778-87,4,AZURE,1
FUID-JINA:01884-6288-3,3,"AWS, AZURE, GCP",3
FUID-ESRI:02595-8257-00,3,"AWS, AZURE",2
FUID-INFRA:00476-35008-00,3,AZURE,1
FUID-PCLOU:00218-61851-00,3,AZURE,1
FUID-HIDDE:01897-6313-00,3,"AWS, AZURE, GCP",3
FUID-VELLU:01915-6348-00,3,"AWS, AZURE, GCP",3
FUID-SPEKT:00919-2053-00,3,"AZURE, GCP",2
FUID-INFOB:01337-3709-00,3,"AWS, AZURE, GCP",3
FUID-ATEME:01827-5963-00,3,"AWS, AZURE, GCP",3
FUID-EVERG:01832-5970-00,3,"AWS, AZURE, GCP",3
FUID-MONGO:00639-2007-00,3,"AWS, AZURE, GCP",3
FUID-GYTPO:01581-4601-00,3,"AWS, AZURE, GCP",3
FUID-CISCO:01191-3696-00,3,"AWS, AZURE, GCP",3
FUID-AMAZO:02462-22707-00,3,AWS,1
FUID-DAGST:00906-1994-00,3,"AWS, AZURE, GCP",3
FUID-SOUTH:00688-1817-00,3,"AWS, AZURE, GCP",3
FUID-PCLOU:00218-34266-00,3,AZURE,1
FUID-JINA:01884-6341-2,3,"AWS, AZURE, GCP",3
FUID-AVIAT:00363-4590-00,3,"AWS, AZURE, GCP",3
FUID-REDHA:01014-20481-00,3,"AWS, AZURE",2
FUID-A10NE:01174-4586-10,3,"AWS, AZURE, GCP",3
FUID-A10NE:01174-4567-1,3,"AWS, AZURE, GCP",3
FUID-NVIDI:00356-2023-00,3,"AWS, AZURE, GCP",3
FUID-ARIZE:00736-1397-00,3,"AWS, AZURE, GCP",3
FUID-STRII:00547-1771-00,3,"AWS, AZURE, GCP",3
FUID-INFOV:01399-3927-00,3,"AWS, AZURE, GCP",3
FUID-AMAZO:02462-22751-00,3,AWS,1
FUID-RELTI:00725-1361-00,3,"AWS, AZURE, GCP",3
FUID-PCLOU:00218-61836-00,3,AZURE,1
FUID-ADVER:00866-1827-00,3,"AWS, AZURE, GCP",3
FUID-CLUTC:01578-4592-00,3,"AWS, AZURE, GCP",3
FUID-CISCO:01191-7870-00,3,"AWS, AZURE",2
FUID-BCLOU:00337-4670-00,3,"AZURE, GCP",2
FUID-PCLOU:00218-36135-00,3,AZURE,1
FUID-COGNO:01048-64990-00,3,AZURE,1
FUID-JINA:01884-6335-2,3,"AWS, AZURE, GCP",3
FUID-PCLOU:00218-34422-00,3,AZURE,1
FUID-PCLOU:00218-34152-00,3,AZURE,1
FUID-BLACK:01818-5940-00,3,"AWS, AZURE, GCP",3
FUID-PCLOU:00218-27462-00,3,AZURE,1
FUID-PCLOU:00218-36179-00,3,AZURE,1
FUID-BITNA:00344-6219-00,3,"AZURE, GCP",2
FUID-KCLOU:02068-62947-00,3,AZURE,1
FUID-BUILD:12317-49794-00,3,AZURE,1
FUID-ELMCO:00538-1874-00,3,"AWS, AZURE, GCP",3
FUID-THORO:01268-3547-00,3,"AWS, AZURE, GCP",3
FUID-HIDDE:01897-6441-00,3,"AWS, AZURE, GCP",3
FUID-KCLOU:02068-34414-00,3,AZURE,1
FUID-BCLOU:00337-4161-00,3,"AZURE, GCP",2
FUID-AMAZO:02462-22773-00,3,AWS,1
FUID-PCLOU:00218-35018-00,3,AZURE,1
FUID-BCLOU:00337-56983-00,3,AZURE,1
FUID-ZSCAL:01537-4582-00,3,"AWS, AZURE, GCP",3
FUID-DENOD:00525-1132-9,3,"AWS, AZURE, GCP",3
FUID-HAMME:01364-3788-00,3,"AWS, AZURE, GCP",3
FUID-UNQOR:01628-4760-00,3,"AWS, AZURE, GCP",3
FUID-NETAP:00376-1979-00,3,"AWS, AZURE, GCP",3
FUID-REBLA:01183-6298-00,3,"AWS, AZURE, GCP",3
FUID-UIPAT:01087-3037-00,3,"AWS, AZURE, GCP",3
FUID-FUTUR:00088-4599-00,3,"AWS, AZURE, GCP",3
FUID-CERBY:09651-38995-00,3,"AWS, AZURE",2
FUID-CHRON:09746-39367-00,3,"AWS, AZURE",2
FUID-CAST:00774-2041-00,3,"AWS, AZURE, GCP",3
FUID-NEO4J:00397-6263-00,3,"AWS, AZURE, GCP",3
FUID-PCLOU:00218-34228-00,3,AZURE,1
FUID-ATHIN:02588-34138-00,3,AZURE,1
FUID-PCLOU:00218-34203-00,3,AZURE,1
FUID-TRANS:01583-4605-00,3,"AWS, AZURE, GCP",3
FUID-ATHIN:02588-34327-00,3,AZURE,1
FUID-PCLOU:00218-33711-00,3,AZURE,1
FUID-ATHIN:02588-34533-00,3,AZURE,1
FUID-KOMOD:01625-4756-00,3,"AWS, AZURE, GCP",3
FUID-PCLOU:00218-27222-00,3,AZURE,1
FUID-HITAC:02540-7944-00,3,"AWS, AZURE",2
FUID-BIGID:00726-2290-00,3,"AWS, AZURE, GCP",3
FUID-KENTI:00624-1089-00,3,"AWS, AZURE, GCP",3
FUID-SUSE:00378-6151-00,3,"AWS, AZURE, GCP",3
FUID-KCLOU:02068-33555-00,3,AZURE,1
FUID-DATAD:00057-0168-00,3,"AWS, AZURE, GCP",3
FUID-PCLOU:00218-36197-00,3,AZURE,1
FUID-ZSCAL:01537-4611-00,3,"AWS, AZURE, GCP",3
FUID-KCLOU:02068-61592-00,3,AZURE,1
FUID-MICRO:01554-43078-00,3,AZURE,1
FUID-ATHIN:02588-27408-00,3,AZURE,1
FUID-KCLOU:02068-26629-00,3,AZURE,1
FUID-KCLOU:02068-34125-00,3,AZURE,1
FUID-CRUNC:01760-5572-00,3,"AWS, AZURE, GCP",3
FUID-BITNA:00344-5708-00,3,"AZURE, GCP",2
FUID-BITNA:00344-4051-00,3,"AZURE, GCP",2
FUID-KCLOU:02068-61617-00,3,AZURE,1
FUID-AMAZO:02462-22588-00,3,AWS,1
FUID-PCLOU:00218-59716-00,3,AZURE,1
FUID-PCLOU:00218-59660-00,3,AZURE,1
FUID-PCLOU:00218-59651-00,3,AZURE,1
FUID-SONAT:04759-20146-00,3,"AWS, AZURE",2
FUID-PCLOU:00218-44463-00,3,AZURE,1
FUID-JINA:01884-6463-m0,3,"AWS, AZURE, GCP",3
FUID-PCLOU:00218-61880-00,3,AZURE,1
FUID-JINA:01884-6493-2,3,"AWS, AZURE, GCP",3
FUID-SOFTS:01867-6194-00,3,"AWS, AZURE, GCP",3
FUID-ADAPT:01761-5672-00,3,"AWS, AZURE, GCP",3
FUID-PCLOU:00218-36035-00,3,AZURE,1
FUID-KCLOU:02068-44498-00,3,AZURE,1
FUID-COMMU:00167-0201-00,3,"AWS, AZURE, GCP",3
FUID-TURBO:00718-1346-00,3,"AWS, AZURE, GCP",3
FUID-VIDBY:15055-56737-00,3,AZURE,1
FUID-PCLOU:00218-59670-00,3,AZURE,1
FUID-KCLOU:02068-36220-00,3,AZURE,1
FUID-COGNO:01048-67349-22.04,3,AZURE,1
FUID-ATHIN:02588-34117-00,3,AZURE,1
FUID-HOSST:00723-4054-00,3,"AWS, AZURE, GCP",3
FUID-KYVOS:00567-0954-00,3,"AWS, AZURE, GCP",3
FUID-BITNA:00344-4035-00,3,"AZURE, GCP",2
FUID-KCLOU:02068-59657-00,3,AZURE,1
FUID-SYSDI:01640-4840-00,3,"AWS, AZURE, GCP",3
FUID-ATHIN:02588-40710-00,3,"AWS, AZURE",2
FUID-DATAF:00192-0245-00,3,"AWS, AZURE, GCP",3
FUID-OPENS:01226-3464-00,3,"AWS, AZURE, GCP",3
FUID-CAST:00774-4110-00,3,"AWS, AZURE, GCP",3
FUID-ARIST:01185-3728-00,3,"AWS, AZURE, GCP",3
FUID-HOSST:00723-2284-00,3,"AWS, AZURE, GCP",3
FUID-AODN:05359-23928-1,3,AWS,1
FUID-A10NE:01174-4627-00,3,"AWS, AZURE, GCP",3
FUID-AEROS:00469-0723-00,3,"AWS, GCP",2
FUID-ADDVA:00181-0228-00,3,"AWS, AZURE",2
FUID-MINDB:00751-1448-10,3,"AWS, AZURE, GCP",3
FUID-KCLOU:02068-59621-00,3,AZURE,1
FUID-ATHIN:02588-27327-00,3,AZURE,1
FUID-DATAG:08823-36234-00,3,"AWS, AZURE",2
FUID-UPSTR:01599-4645-00,3,"AWS, AZURE, GCP",3
FUID-LITES:01057-2962-00,3,"AWS, AZURE, GCP",3
FUID-REDHA:01014-14330-00,3,"AWS, AZURE",2
FUID-NEXTU:00612-1197-00,3,"AWS, AZURE, GCP",3
FUID-KCLOU:02068-27329-00,3,AZURE,1
FUID-EPAM:00672-4841-00,3,"AWS, AZURE, GCP",3
FUID-ONEST:08737-35674-00,3,AZURE,1
FUID-CAUSA:00699-1305-00,3,"AWS, AZURE, GCP",3
FUID-KINAX:00829-1702-00,3,"AZURE, GCP",2
FUID-INFRA:00476-8064-00,3,"AWS, AZURE",2
FUID-DATAS:00447-2338-00,3,"AWS, AZURE, GCP",3
FUID-HOSST:00723-2340-00,3,"AWS, AZURE, GCP",3
FUID-KCLOU:02068-36474-00,3,AZURE,1
FUID-PCLOU:00218-63011-00,3,AZURE,1
FUID-TYPED:01007-2345-00,3,"AWS, AZURE, GCP",3
FUID-QDRAN:01008-2346-00,3,"AWS, AZURE, GCP",3
FUID-PREFE:01009-2347-00,3,"AWS, AZURE, GCP",3
FUID-INFRA:00476-42303-00,3,AZURE,1
FUID-PCLOU:00218-34044-00,3,AZURE,1
FUID-REDHA:01014-6142-00,3,"AWS, GCP",2
FUID-BCLOU:00337-34042-00,3,AZURE,1
FUID-ATHIN:02588-30627-00,3,"AWS, AZURE",2
FUID-KCLOU:02068-34486-00,3,AZURE,1
FUID-KCLOU:02068-36554-00,3,AZURE,1
FUID-ELMCO:00538-4725-00,3,"AWS, AZURE, GCP",3
FUID-BCLOU:00337-34882-00,3,AZURE,1
FUID-AODN:05359-25283-00,3,AWS,1
FUID-ALKIR:01530-4451-00,3,"AWS, AZURE, GCP",3
FUID-HEWLE:00464-4874-00,3,"AWS, AZURE, GCP",3
FUID-BCLOU:00337-34001-00,3,AZURE,1
FUID-THORN:01189-4517-00,3,"AWS, GCP",2
FUID-NVIDI:00356-5430-22.04,3,"AWS, AZURE, GCP",3
FUID-PCLOU:00218-42227-00,3,AZURE,1
FUID-CLICK:00695-1299-00,3,"AWS, AZURE, GCP",3
FUID-PCLOU:00218-35109-00,3,AZURE,1
FUID-A10NE:01174-4513-5,3,"AWS, AZURE, GCP",3
FUID-BCLOU:00337-33039-00,3,AZURE,1
FUID-DECYP:00369-4448-5,3,"AWS, AZURE, GCP",3
FUID-OPTIM:15650-64658-00,3,AZURE,1
FUID-KCLOU:02068-26519-00,3,AZURE,1
FUID-EDGEL:01734-5445-00,3,"AWS, AZURE, GCP",3
FUID-SOUTH:00688-5449-00,3,"AWS, AZURE, GCP",3
FUID-SOUTH:00688-5440-00,3,"AWS, AZURE, GCP",3
FUID-PCLOU:00218-34010-00,3,AZURE,1
FUID-LITES:01057-2917-00,3,"AWS, AZURE, GCP",3
FUID-PCLOU:00218-33865-00,3,AZURE,1
FUID-HOSST:00723-3333-00,3,"AWS, AZURE, GCP",3
FUID-KCLOU:02068-33172-00,3,AZURE,1
FUID-DATAT:00283-0380-00,3,"AWS, AZURE, GCP",3
FUID-PCLOU:00218-33834-00,3,AZURE,1
FUID-COGNO:01048-43903-00,3,AZURE,1
FUID-F5:01411-5169-00,3,"AWS, AZURE, GCP",3
FUID-PCLOU:00218-34062-00,3,AZURE,1
FUID-KCLOU:02068-63097-00,3,AZURE,1
FUID-CODER:01694-5248-00,3,"AWS, GCP",2
FUID-HCLSO:03156-34789-00,3,"AWS, AZURE",2
FUID-WALLA:01534-4953-00,3,"AWS, AZURE, GCP",3
FUID-SOUTH:00688-1284-00,3,"AWS, AZURE, GCP",3
FUID-KCLOU:02068-57606-00,3,AZURE,1
FUID-PCLOU:00218-33842-00,3,AZURE,1
FUID-PCLOU:00218-35548-00,3,AZURE,1
FUID-EON:01742-5494-00,3,"AWS, AZURE, GCP",3
FUID-INCOR:00698-1304-00,3,"AWS, AZURE, GCP",3
FUID-NUANC:06703-33151-00,3,AZURE,1
FUID-KCLOU:02068-27124-00,3,AZURE,1
FUID-LABEL:00772-1503-00,3,"AZURE, GCP",2
FUID-NETFO:01550-4510-00,3,"AWS, AZURE, GCP",3
FUID-ATHIN:02588-27096-00,3,AZURE,1
FUID-NEXTU:00612-4253-00,3,"AWS, AZURE, GCP",3
FUID-AVIAT:00363-4434-00,3,"AWS, AZURE, GCP",3
FUID-KCLOU:02068-43472-00,3,AZURE,1
FUID-CITIU:05671-29293-00,3,"AWS, AZURE",2
FUID-DENOD:00525-1531-9,3,"AWS, AZURE, GCP",3
FUID-ZSCAL:01537-4468-00,3,"AWS, AZURE, GCP",3
FUID-BCLOU:00337-43608-00,3,AZURE,1
FUID-ARIST:01185-3372-00,3,"AWS, AZURE, GCP",3
FUID-KCLOU:02068-62062-00,3,AZURE,1
FUID-KCLOU:02068-33990-00,3,AZURE,1
FUID-PICAC:00778-1533-00,3,"AWS, AZURE, GCP",3
FUID-KCLOU:02068-35293-00,3,AZURE,1
FUID-ATHIN:02588-33601-00,3,AZURE,1
FUID-COMFO:01522-4436-00,3,"AWS, AZURE, GCP",3
FUID-PCLOU:00218-33799-00,3,AZURE,1
FUID-DRATA:01181-3366-00,3,"AWS, GCP",2
FUID-KINVO:01726-5409-00,3,"AZURE, GCP",2
FUID-PCLOU:00218-61927-00,3,AZURE,1
FUID-INFRA:00476-42255-00,3,AZURE,1
FUID-PCLOU:00218-61932-00,3,AZURE,1
FUID-FUTUR:00088-4463-00,3,"AWS, AZURE, GCP",3
FUID-EVOLU:02305-7516-00,3,AZURE,1
FUID-SOUTH:00688-5463-00,3,"AWS, AZURE, GCP",3
FUID-CLOUD:01736-5460-00,3,"AWS, AZURE, GCP",3
FUID-WIZ:01669-5040-00,3,"AWS, AZURE, GCP",3
FUID-100MS:01670-5044-00,3,"AWS, AZURE, GCP",3
FUID-KCLOU:02068-57527-00,3,AZURE,1
FUID-APPRA:01528-5465-00,3,"AWS, AZURE, GCP",3
FUID-CISCO:01191-8799-00,3,"AWS, AZURE",2
FUID-ATHIN:02588-35286-00,3,AZURE,1
FUID-AIVEN:00523-4234-00,3,"AWS, AZURE, GCP",3
FUID-EMAUN:00401-0551-00,3,"AZURE, GCP",2
FUID-TREND:00909-4503-00,3,"AWS, AZURE, GCP",3
FUID-AMAZO:02462-20037-00,3,AWS,1
FUID-CUBED:01504-4385-00,3,"AWS, AZURE, GCP",3
FUID-SINGL:00673-1254-00,3,"AWS, AZURE, GCP",3
FUID-PCLOU:00218-43439-00,3,AZURE,1
FUID-ENVIS:01683-5142-00,3,"AWS, AZURE, GCP",3
FUID-SOUTH:00688-5312-00,3,"AWS, AZURE, GCP",3
FUID-MIXPA:00789-1558-00,3,"AWS, AZURE, GCP",3
FUID-BCLOU:00337-4983-00,3,"AZURE, GCP",2
FUID-SOUTH:00688-5310-00,3,"AWS, AZURE, GCP",3
FUID-AKUIT:01661-4980-00,3,"AWS, AZURE, GCP",3
FUID-PCLOU:00218-33919-00,3,AZURE,1
FUID-DATAE:00669-1474-00,3,"AWS, AZURE, GCP",3
FUID-SOUTH:00688-5306-00,3,"AWS, AZURE, GCP",3
FUID-A10NE:01174-4484-200,3,"AWS, AZURE, GCP",3
FUID-HOSST:00723-4302-00,3,"AWS, AZURE, GCP",3
FUID-PCLOU:00218-33822-00,3,AZURE,1
FUID-WHIZ:04727-54954-8,3,AZURE,1
FUID-INFRA:00476-34746-00,3,AZURE,1
FUID-ATHIN:02588-33810-00,3,AZURE,1
FUID-PCLOU:00218-27084-00,3,AZURE,1
FUID-BIGEY:00621-1079-00,3,"AWS, AZURE, GCP",3
FUID-COMMV:00825-5352-00,3,"AWS, AZURE, GCP",3
FUID-PCLOU:00218-35195-00,3,AZURE,1
FUID-SYMME:06868-28089-00,3,"AWS, AZURE",2
FUID-BCLOU:00337-56947-00,3,AZURE,1
FUID-COGNO:01048-56311-22.04,3,AZURE,1
FUID-HOSST:00723-1356-00,3,"AWS, AZURE, GCP",3
FUID-FACET:01619-4731-00,3,"AWS, AZURE, GCP",3
FUID-CONNE:02086-7155-00,3,AZURE,1
FUID-INFOB:01337-3716-00,3,"AWS, AZURE, GCP",3
FUID-JINA:01884-6395-2,3,"AWS, AZURE, GCP",3
FUID-BCLOU:00337-56969-00,3,AZURE,1
FUID-SOCI:00931-2122-00,3,"AWS, AZURE, GCP",3
FUID-JINA:01884-6408-2,3,"AWS, AZURE, GCP",3
FUID-BCLOU:00337-35017-00,3,AZURE,1
FUID-KCLOU:02068-26700-00,3,AZURE,1
FUID-INSTA:00905-6416-00,3,"AWS, AZURE, GCP",3
FUID-STRII:00547-1685-00,3,"AWS, AZURE, GCP",3
FUID-SNAPL:01514-4422-00,3,"AWS, AZURE, GCP",3
FUID-KCLOU:02068-44162-00,3,AZURE,1
FUID-SUSE:00378-6821-00,3,"AWS, AZURE, GCP",3
FUID-PCLOU:00218-61697-00,3,AZURE,1
FUID-WRITE:01156-3312-00,3,"AWS, AZURE, GCP",3
FUID-PCLOU:00218-35162-00,3,AZURE,1
FUID-ATHIN:02588-33854-00,3,AZURE,1
FUID-KCLOU:02068-43848-00,3,AZURE,1
FUID-PCLOU:00218-43556-00,3,AZURE,1
FUID-BITNA:00344-5198-00,3,"AZURE, GCP",2
FUID-JFROG:01658-4970-00,3,"AWS, AZURE, GCP",3
FUID-FISCA:11460-46628-00,3,AZURE,1
FUID-BRIGH:18017-67631-00,3,AZURE,1
FUID-PCLOU:00218-33220-00,3,AZURE,1
FUID-BCLOU:00337-54911-00,3,AZURE,1
FUID-KCLOU:02068-36330-00,3,AZURE,1
FUID-SQUAD:06249-43545-00,3,AZURE,1
FUID-ATHIN:02588-35462-00,3,AZURE,1
FUID-KCLOU:02068-63033-00,3,AZURE,1
FUID-PCLOU:00218-33847-00,3,AZURE,1
FUID-INFRA:00476-33413-00,3,AZURE,1
FUID-SUSE:00378-6852-00,3,"AWS, AZURE, GCP",3
FUID-COGNO:01048-43983-00,3,AZURE,1
FUID-KCLOU:02068-57459-00,3,AZURE,1
FUID-DAZZ:01172-3351-00,3,"AWS, AZURE, GCP",3
FUID-PCLOU:00218-33806-4,3,AZURE,1
FUID-TACKL:01377-4280-00,3,"AWS, AZURE, GCP",3
FUID-PCLOU:00218-62864-00,3,AZURE,1
FUID-NEXTU:00612-4424-00,3,"AWS, AZURE, GCP",3
FUID-ATSCA:00395-0544-00,3,"AZURE, GCP",2
FUID-LITES:01057-2910-00,3,"AWS, AZURE, GCP",3
FUID-LITES:01057-2914-00,3,"AWS, AZURE, GCP",3
FUID-SUSE:00378-6853-00,3,"AWS, AZURE, GCP",3
FUID-WSO2:01682-5117-00,3,"AWS, AZURE, GCP",3
FUID-SOUTH:00688-5343-00,3,"AWS, AZURE, GCP",3
FUID-PCLOU:00218-34742-00,3,AZURE,1
FUID-CORES:01710-5327-00,3,"AWS, AZURE, GCP",3
FUID-SPLUN:00430-1383-00,2,"AWS, AZURE",2
FUID-COGNO:01048-4879-7,2,"AZURE, GCP",2
FUID-TECHL:00545-4877-00,2,"AWS, GCP",2
FUID-WSO2:01682-7005-00,2,"AWS, AZURE",2
FUID-APPS4:00107-4954-20.04,2,"AZURE, GCP",2
FUID-RINNE:02099-43569-8.5,2,AZURE,1
FUID-F5:01411-4946-200,2,"AWS, GCP",2
FUID-UNIFY:08604-59127-00,2,AZURE,1
FUID-JIT:01653-4943-00,2,"AWS, GCP",2
FUID-KCLOU:02068-43574-00,2,AZURE,1
FUID-DIGIB:01651-4936-00,2,"AWS, GCP",2
FUID-QUANT:10264-41841-00,2,"AWS, AZURE",2
FUID-GOLIN:01654-4951-00,2,"AZURE, GCP",2
FUID-ZNETP:15789-60769-00,2,AZURE,1
FUID-BITNA:00344-4929-00,2,"AZURE, GCP",2
FUID-F5:01411-4927-25,2,"AWS, GCP",2
FUID-INFRA:00476-4920-2019,2,"AWS, GCP",2
FUID-WHIZ:04727-67431-00,2,AZURE,1
FUID-APPS4:00107-4818-20.04,2,"AZURE, GCP",2
FUID-BCLOU:00337-4911-00,2,"AZURE, GCP",2
FUID-FOXIT:08311-43597-00,2,AZURE,1
